Datetime,PJMW_MW
2005-06-08,6777.58
2005-06-09,6797.21
2005-06-10,6759.08
2005-06-11,6325.96
2005-06-12,6109.92
2005-06-13,6900.42
2005-06-14,7103.42
2005-06-15,6444.21
2005-06-16,5931.79
2005-06-17,5535.21
2005-06-18,5160.21
2005-06-19,4900.42
2005-06-20,5685.25
2005-06-21,5959.62
2005-06-22,6104.0
2005-06-23,6104.67
2005-06-24,6357.88
2005-06-25,6256.17
2005-06-26,6235.12
2005-06-27,6847.42
2005-06-28,6896.58
2005-06-29,6761.0
2005-06-30,6766.0
2005-07-01,6550.38
2005-07-02,5776.54
2005-07-03,5322.83
2005-07-04,5805.21
2005-07-05,6340.88
2005-07-06,6257.21
2005-07-07,6042.92
2005-07-08,5860.04
2005-07-09,5599.5
2005-07-10,5650.54
2005-07-11,6553.71
2005-07-12,7028.75
2005-07-13,6927.5
2005-07-14,6661.33
2005-07-15,6733.5
2005-07-16,6449.83
2005-07-17,6198.88
2005-07-18,7052.96
2005-07-19,7097.62
2005-07-20,7035.25
2005-07-21,6960.58
2005-07-22,6857.58
2005-07-23,6235.92
2005-07-24,5631.5
2005-07-25,6871.79
2005-07-26,7105.71
2005-07-27,7014.46
2005-07-28,6325.67
2005-07-29,6206.33
2005-07-30,5963.92
2005-07-31,6015.0
2005-08-01,6797.04
2005-08-02,7092.46
2005-08-03,7127.38
2005-08-04,7208.71
2005-08-05,6777.12
2005-08-06,6017.33
2005-08-07,5977.25
2005-08-08,6362.54
2005-08-09,6515.67
2005-08-10,6885.67
2005-08-11,7099.75
2005-08-12,7261.0
2005-08-13,7059.83
2005-08-14,6753.58
2005-08-15,6929.88
2005-08-16,6374.96
2005-08-17,6439.17
2005-08-18,6429.12
2005-08-19,6416.79
2005-08-20,6442.46
2005-08-21,6298.29
2005-08-22,6290.62
2005-08-23,6053.96
2005-08-24,6007.58
2005-08-25,6047.17
2005-08-26,5792.92
2005-08-27,5324.79
2005-08-28,5717.04
2005-08-29,6211.67
2005-08-30,6424.33
2005-08-31,6480.33
2005-09-01,6222.96
2005-09-02,6184.79
2005-09-03,5331.58
2005-09-04,4970.58
2005-09-05,5068.25
2005-09-06,5798.83
2005-09-07,5838.5
2005-09-08,5839.0
2005-09-09,5891.92
2005-09-10,5492.29
2005-09-11,5252.12
2005-09-12,6023.46
2005-09-13,6213.33
2005-09-14,6304.08
2005-09-15,6555.0
2005-09-16,6491.38
2005-09-17,5740.5
2005-09-18,5302.54
2005-09-19,5971.83
2005-09-20,6024.88
2005-09-21,5971.79
2005-09-22,6062.25
2005-09-23,6187.71
2005-09-24,5309.71
2005-09-25,5284.79
2005-09-26,5903.04
2005-09-27,5704.08
2005-09-28,5578.17
2005-09-29,5511.04
2005-09-30,5297.75
2005-10-01,4924.08
2005-10-02,4927.75
2005-10-03,5661.17
2005-10-04,5688.25
2005-10-05,5825.38
2005-10-06,5915.5
2005-10-07,5772.96
2005-10-08,5084.25
2005-10-09,4753.54
2005-10-10,5398.38
2005-10-11,5450.83
2005-10-12,5409.08
2005-10-13,5392.04
2005-10-14,5340.92
2005-10-15,4921.46
2005-10-16,4758.88
2005-10-17,5403.12
2005-10-18,5456.04
2005-10-19,5474.0
2005-10-20,5423.58
2005-10-21,5527.04
2005-10-22,5239.5
2005-10-23,4974.75
2005-10-24,5745.67
2005-10-25,5951.0
2005-10-26,5868.75
2005-10-27,5946.21
2005-10-28,5871.62
2005-10-29,5506.46
2005-10-30,5227.13
2005-10-31,5719.46
2005-11-01,5709.12
2005-11-02,5643.08
2005-11-03,5694.0
2005-11-04,5484.88
2005-11-05,5056.33
2005-11-06,4865.38
2005-11-07,5520.79
2005-11-08,5723.62
2005-11-09,5599.21
2005-11-10,5723.25
2005-11-11,5830.04
2005-11-12,5393.17
2005-11-13,5145.08
2005-11-14,5553.92
2005-11-15,5581.75
2005-11-16,5708.46
2005-11-17,6403.75
2005-11-18,6609.96
2005-11-19,6033.33
2005-11-20,5599.08
2005-11-21,6110.92
2005-11-22,6277.54
2005-11-23,6621.46
2005-11-24,5913.08
2005-11-25,6439.54
2005-11-26,6052.46
2005-11-27,5559.33
2005-11-28,5693.21
2005-11-29,5686.83
2005-11-30,6156.08
2005-12-01,6595.88
2005-12-02,6850.04
2005-12-03,6674.25
2005-12-04,6266.62
2005-12-05,6803.0
2005-12-06,6987.5
2005-12-07,7218.75
2005-12-08,7307.83
2005-12-09,7041.79
2005-12-10,6649.96
2005-12-11,6419.96
2005-12-12,6896.46
2005-12-13,7412.92
2005-12-14,7746.17
2005-12-15,7449.21
2005-12-16,6778.21
2005-12-17,6514.25
2005-12-18,6346.79
2005-12-19,7063.33
2005-12-20,7337.5
2005-12-21,7042.38
2005-12-22,6712.12
2005-12-23,6001.92
2005-12-24,5303.88
2005-12-25,5294.42
2005-12-26,5600.33
2005-12-27,6018.58
2005-12-28,5915.46
2005-12-29,5829.79
2005-12-30,5845.42
2005-12-31,5550.29
2006-01-01,5021.83
2006-01-02,5503.29
2006-01-03,5798.0
2006-01-04,5793.75
2006-01-05,5866.62
2006-01-06,6178.92
2006-01-07,6030.08
2006-01-08,5383.25
2006-01-09,5516.88
2006-01-10,5634.29
2006-01-11,5661.71
2006-01-12,5536.12
2006-01-13,5492.67
2006-01-14,5438.54
2006-01-15,5873.58
2006-01-16,6165.17
2006-01-17,6076.33
2006-01-18,6091.58
2006-01-19,6159.5
2006-01-20,5527.92
2006-01-21,5217.21
2006-01-22,5409.67
2006-01-23,5958.33
2006-01-24,6020.88
2006-01-25,6345.71
2006-01-26,6493.25
2006-01-27,6267.83
2006-01-28,5407.0
2006-01-29,5177.04
2006-01-30,5432.12
2006-01-31,5865.75
2006-02-01,5968.58
2006-02-02,5768.04
2006-02-03,5440.42
2006-02-04,5295.62
2006-02-05,5497.12
2006-02-06,6271.58
2006-02-07,6385.83
2006-02-08,6541.96
2006-02-09,6551.29
2006-02-10,6390.38
2006-02-11,5934.92
2006-02-12,5843.96
2006-02-13,6553.46
2006-02-14,6231.0
2006-02-15,5869.5
2006-02-16,5558.58
2006-02-17,5471.12
2006-02-18,6082.79
2006-02-19,6353.42
2006-02-20,6299.92
2006-02-21,6259.46
2006-02-22,6193.75
2006-02-23,5855.83
2006-02-24,6025.83
2006-02-25,5646.5
2006-02-26,5954.29
2006-02-27,6670.5
2006-02-28,6259.96
2006-03-01,5961.88
2006-03-02,5971.21
2006-03-03,6214.12
2006-03-04,5867.92
2006-03-05,5414.67
2006-03-06,5833.25
2006-03-07,5927.29
2006-03-08,6016.12
2006-03-09,5462.08
2006-03-10,5026.17
2006-03-11,4671.0
2006-03-12,4484.04
2006-03-13,4995.54
2006-03-14,5279.04
2006-03-15,5816.83
2006-03-16,5659.54
2006-03-17,5515.67
2006-03-18,5470.12
2006-03-19,5280.04
2006-03-20,5792.79
2006-03-21,6142.71
2006-03-22,6179.46
2006-03-23,5905.08
2006-03-24,5695.33
2006-03-25,5331.46
2006-03-26,5254.75
2006-03-27,5614.62
2006-03-28,5525.71
2006-03-29,5292.29
2006-03-30,5218.46
2006-03-31,4961.38
2006-04-01,4417.46
2006-04-02,4318.43
2006-04-03,4912.17
2006-04-04,5281.67
2006-04-05,5565.12
2006-04-06,5315.62
2006-04-07,5060.71
2006-04-08,4761.75
2006-04-09,4851.67
2006-04-10,5221.62
2006-04-11,5086.62
2006-04-12,4945.38
2006-04-13,4844.0
2006-04-14,4544.04
2006-04-15,4296.21
2006-04-16,3996.38
2006-04-17,4705.71
2006-04-18,4907.08
2006-04-19,4905.79
2006-04-20,4927.46
2006-04-21,4828.46
2006-04-22,4524.71
2006-04-23,4257.21
2006-04-24,4841.88
2006-04-25,4949.5
2006-04-26,4974.12
2006-04-27,5009.79
2006-04-28,4801.33
2006-04-29,4410.33
2006-04-30,4160.75
2006-05-01,4818.38
2006-05-02,4894.08
2006-05-03,4893.29
2006-05-04,4958.21
2006-05-05,4875.88
2006-05-06,4339.71
2006-05-07,4249.38
2006-05-08,4932.33
2006-05-09,4972.75
2006-05-10,5016.04
2006-05-11,5027.17
2006-05-12,4834.17
2006-05-13,4361.42
2006-05-14,4125.5
2006-05-15,4908.21
2006-05-16,5004.25
2006-05-17,4952.58
2006-05-18,4899.83
2006-05-19,4916.08
2006-05-20,4417.96
2006-05-21,4247.88
2006-05-22,4919.04
2006-05-23,5027.0
2006-05-24,5015.17
2006-05-25,4987.62
2006-05-26,4971.83
2006-05-27,4490.12
2006-05-28,4539.12
2006-05-29,5029.38
2006-05-30,6187.08
2006-05-31,6332.58
2006-06-01,6142.0
2006-06-02,5630.04
2006-06-03,4656.12
2006-06-04,4330.33
2006-06-05,4952.5
2006-06-06,5219.21
2006-06-07,5311.33
2006-06-08,5401.71
2006-06-09,5181.38
2006-06-10,4393.67
2006-06-11,4194.58
2006-06-12,4932.54
2006-06-13,5269.08
2006-06-14,5290.0
2006-06-15,5292.04
2006-06-16,5249.21
2006-06-17,5211.04
2006-06-18,5521.12
2006-06-19,5940.5
2006-06-20,5851.0
2006-06-21,5775.38
2006-06-22,6047.88
2006-06-23,5706.42
2006-06-24,5254.25
2006-06-25,4864.33
2006-06-26,5543.17
2006-06-27,5633.25
2006-06-28,5819.42
2006-06-29,5566.42
2006-06-30,5323.54
2006-07-01,5064.33
2006-07-02,5362.96
2006-07-03,5613.25
2006-07-04,5274.71
2006-07-05,5486.5
2006-07-06,5093.96
2006-07-07,5045.5
2006-07-08,4807.33
2006-07-09,4827.25
2006-07-10,5684.04
2006-07-11,6218.25
2006-07-12,6198.88
2006-07-13,6065.92
2006-07-14,6348.79
2006-07-15,5916.29
2006-07-16,5852.08
2006-07-17,6816.04
2006-07-18,6912.58
2006-07-19,6689.75
2006-07-20,6792.5
2006-07-21,6524.04
2006-07-22,5539.67
2006-07-23,5049.96
2006-07-24,5802.62
2006-07-25,6148.04
2006-07-26,6391.38
2006-07-27,6515.29
2006-07-28,6211.17
2006-07-29,5849.83
2006-07-30,5861.79
2006-07-31,6693.92
2006-08-01,7137.46
2006-08-02,7301.71
2006-08-03,7277.5
2006-08-04,6486.92
2006-08-05,5624.33
2006-08-06,5552.42
2006-08-07,6742.54
2006-08-08,6499.17
2006-08-09,5991.58
2006-08-10,5925.17
2006-08-11,5743.71
2006-08-12,4966.58
2006-08-13,4824.38
2006-08-14,5974.88
2006-08-15,6346.46
2006-08-16,5953.08
2006-08-17,6022.58
2006-08-18,6042.67
2006-08-19,5721.71
2006-08-20,5547.12
2006-08-21,5760.38
2006-08-22,5870.29
2006-08-23,5918.46
2006-08-24,5961.62
2006-08-25,6120.71
2006-08-26,5822.17
2006-08-27,5445.42
2006-08-28,6169.38
2006-08-29,6387.42
2006-08-30,5922.42
2006-08-31,5469.38
2006-09-01,4966.83
2006-09-02,4372.75
2006-09-03,4228.04
2006-09-04,4435.0
2006-09-05,5048.58
2006-09-06,5235.88
2006-09-07,5321.5
2006-09-08,5303.12
2006-09-09,4899.29
2006-09-10,4670.58
2006-09-11,5198.62
2006-09-12,5107.08
2006-09-13,5105.92
2006-09-14,5113.33
2006-09-15,5031.71
2006-09-16,4613.92
2006-09-17,4588.54
2006-09-18,5424.12
2006-09-19,5337.83
2006-09-20,4978.38
2006-09-21,4912.29
2006-09-22,4813.58
2006-09-23,4636.92
2006-09-24,4560.54
2006-09-25,4944.62
2006-09-26,5008.79
2006-09-27,5034.12
2006-09-28,5032.62
2006-09-29,4838.04
2006-09-30,4559.12
2006-10-01,4284.17
2006-10-02,4932.08
2006-10-03,5102.88
2006-10-04,5235.58
2006-10-05,5043.08
2006-10-06,4891.21
2006-10-07,4610.71
2006-10-08,4357.54
2006-10-09,4977.29
2006-10-10,5076.25
2006-10-11,5016.79
2006-10-12,4996.08
2006-10-13,5130.0
2006-10-14,4771.83
2006-10-15,4713.92
2006-10-16,5234.67
2006-10-17,5235.67
2006-10-18,5092.46
2006-10-19,5028.42
2006-10-20,4921.62
2006-10-21,4600.83
2006-10-22,4586.38
2006-10-23,5454.92
2006-10-24,5767.21
2006-10-25,5612.88
2006-10-26,5567.67
2006-10-27,5387.38
2006-10-28,4962.38
2006-10-29,4883.35
2006-10-30,5281.54
2006-10-31,5100.17
2006-11-01,5088.21
2006-11-02,5318.67
2006-11-03,5750.25
2006-11-04,5483.33
2006-11-05,5075.58
2006-11-06,5462.96
2006-11-07,5532.5
2006-11-08,5269.38
2006-11-09,5089.08
2006-11-10,4897.08
2006-11-11,4569.75
2006-11-12,4821.54
2006-11-13,5525.38
2006-11-14,5421.21
2006-11-15,5453.62
2006-11-16,5252.46
2006-11-17,5291.88
2006-11-18,5253.62
2006-11-19,5157.67
2006-11-20,5787.12
2006-11-21,5821.38
2006-11-22,5870.62
2006-11-23,4969.58
2006-11-24,4849.75
2006-11-25,4920.67
2006-11-26,4816.46
2006-11-27,5191.0
2006-11-28,5406.0
2006-11-29,5275.0
2006-11-30,5190.58
2006-12-01,5041.21
2006-12-02,5334.79
2006-12-03,5460.04
2006-12-04,6404.17
2006-12-05,6591.25
2006-12-06,6364.21
2006-12-07,6328.25
2006-12-08,6970.75
2006-12-09,6331.58
2006-12-10,5591.29
2006-12-11,5842.83
2006-12-12,5931.58
2006-12-13,5730.0
2006-12-14,5760.42
2006-12-15,5550.96
2006-12-16,5382.33
2006-12-17,5191.12
2006-12-18,5439.0
2006-12-19,5915.29
2006-12-20,6220.21
2006-12-21,5968.67
2006-12-22,5578.88
2006-12-23,4929.71
2006-12-24,4936.29
2006-12-25,5088.54
2006-12-26,5261.79
2006-12-27,5727.71
2006-12-28,5747.33
2006-12-29,5610.54
2006-12-30,5217.79
2006-12-31,5020.88
2007-01-01,4861.88
2007-01-02,5709.79
2007-01-03,5957.67
2007-01-04,5755.5
2007-01-05,5294.92
2007-01-06,4690.96
2007-01-07,4883.54
2007-01-08,5720.21
2007-01-09,6263.46
2007-01-10,6565.62
2007-01-11,6519.96
2007-01-12,5820.96
2007-01-13,5027.42
2007-01-14,4678.17
2007-01-15,5246.71
2007-01-16,5914.71
2007-01-17,6623.25
2007-01-18,6702.83
2007-01-19,6274.88
2007-01-20,6192.46
2007-01-21,6310.58
2007-01-22,6534.67
2007-01-23,6507.25
2007-01-24,6485.17
2007-01-25,6788.5
2007-01-26,7100.75
2007-01-27,6012.04
2007-01-28,5709.54
2007-01-29,7020.62
2007-01-30,6945.88
2007-01-31,7061.12
2007-02-01,6735.46
2007-02-02,6360.21
2007-02-03,6456.75
2007-02-04,6620.58
2007-02-05,7790.38
2007-02-06,7930.83
2007-02-07,7441.88
2007-02-08,7582.33
2007-02-09,7273.71
2007-02-10,6782.12
2007-02-11,6655.04
2007-02-12,6638.75
2007-02-13,6730.25
2007-02-14,6987.71
2007-02-15,7465.29
2007-02-16,7286.83
2007-02-17,6684.29
2007-02-18,6342.83
2007-02-19,6984.04
2007-02-20,6280.62
2007-02-21,5931.96
2007-02-22,6228.38
2007-02-23,6558.58
2007-02-24,6238.96
2007-02-25,5885.46
2007-02-26,6230.12
2007-02-27,6134.08
2007-02-28,6087.08
2007-03-01,6040.42
2007-03-02,5554.25
2007-03-03,5417.62
2007-03-04,5851.04
2007-03-05,6499.96
2007-03-06,6954.33
2007-03-07,6853.08
2007-03-08,6759.88
2007-03-09,6205.17
2007-03-10,5359.71
2007-03-11,5007.13
2007-03-12,5726.96
2007-03-13,5338.67
2007-03-14,5146.5
2007-03-15,5312.96
2007-03-16,6123.29
2007-03-17,5977.88
2007-03-18,5749.25
2007-03-19,6262.62
2007-03-20,5547.04
2007-03-21,5795.17
2007-03-22,5445.04
2007-03-23,5101.46
2007-03-24,4791.67
2007-03-25,4526.29
2007-03-26,5123.54
2007-03-27,5104.5
2007-03-28,5043.88
2007-03-29,5167.96
2007-03-30,5172.88
2007-03-31,4600.92
2007-04-01,4459.42
2007-04-02,4922.96
2007-04-03,5001.08
2007-04-04,5077.62
2007-04-05,5883.29
2007-04-06,5676.62
2007-04-07,5591.04
2007-04-08,5425.62
2007-04-09,5897.67
2007-04-10,5763.12
2007-04-11,5827.96
2007-04-12,5550.08
2007-04-13,5584.79
2007-04-14,5201.0
2007-04-15,5119.12
2007-04-16,6031.54
2007-04-17,5803.62
2007-04-18,5558.0
2007-04-19,5311.46
2007-04-20,5080.5
2007-04-21,4578.83
2007-04-22,4357.33
2007-04-23,5002.12
2007-04-24,5101.04
2007-04-25,5045.25
2007-04-26,5039.92
2007-04-27,4888.0
2007-04-28,4479.08
2007-04-29,4267.46
2007-04-30,4953.25
2007-05-01,5109.33
2007-05-02,5149.08
2007-05-03,4938.83
2007-05-04,4832.21
2007-05-05,4360.92
2007-05-06,4198.25
2007-05-07,4954.38
2007-05-08,5019.96
2007-05-09,5201.29
2007-05-10,5405.62
2007-05-11,5305.92
2007-05-12,4779.62
2007-05-13,4137.38
2007-05-14,4879.42
2007-05-15,5315.12
2007-05-16,5214.58
2007-05-17,4940.04
2007-05-18,4873.25
2007-05-19,4441.17
2007-05-20,4242.58
2007-05-21,4926.71
2007-05-22,5142.12
2007-05-23,5363.88
2007-05-24,5514.83
2007-05-25,5560.46
2007-05-26,5043.5
2007-05-27,4819.67
2007-05-28,4846.04
2007-05-29,5578.17
2007-05-30,5870.79
2007-05-31,6090.42
2007-06-01,6063.04
2007-06-02,5542.0
2007-06-03,4819.79
2007-06-04,5423.96
2007-06-05,5321.08
2007-06-06,5114.5
2007-06-07,5531.29
2007-06-08,6134.62
2007-06-09,5265.88
2007-06-10,4723.83
2007-06-11,5556.42
2007-06-12,5714.96
2007-06-13,5768.29
2007-06-14,5276.46
2007-06-15,5060.38
2007-06-16,4809.75
2007-06-17,5069.04
2007-06-18,6372.29
2007-06-19,6304.62
2007-06-20,5768.62
2007-06-21,5414.75
2007-06-22,5183.88
2007-06-23,4618.88
2007-06-24,4650.46
2007-06-25,5880.88
2007-06-26,6537.88
2007-06-27,6694.0
2007-06-28,6157.83
2007-06-29,5490.96
2007-06-30,4981.5
2007-07-01,4576.33
2007-07-02,4970.42
2007-07-03,5105.92
2007-07-04,4796.38
2007-07-05,5283.62
2007-07-06,5559.96
2007-07-07,5316.71
2007-07-08,5418.71
2007-07-09,6407.33
2007-07-10,6568.17
2007-07-11,6137.79
2007-07-12,5561.29
2007-07-13,5333.42
2007-07-14,5115.75
2007-07-15,5331.79
2007-07-16,6040.62
2007-07-17,6127.67
2007-07-18,6216.5
2007-07-19,5969.25
2007-07-20,5426.83
2007-07-21,4792.04
2007-07-22,4722.0
2007-07-23,5278.67
2007-07-24,5336.83
2007-07-25,5602.08
2007-07-26,6020.46
2007-07-27,5766.96
2007-07-28,5593.71
2007-07-29,5445.75
2007-07-30,6202.67
2007-07-31,6364.33
2007-08-01,6432.17
2007-08-02,6684.33
2007-08-03,6622.5
2007-08-04,6179.46
2007-08-05,5273.29
2007-08-06,6346.83
2007-08-07,6767.33
2007-08-08,7109.62
2007-08-09,6554.54
2007-08-10,6297.79
2007-08-11,5611.54
2007-08-12,5461.38
2007-08-13,6289.96
2007-08-14,5845.17
2007-08-15,5962.88
2007-08-16,6352.12
2007-08-17,6316.96
2007-08-18,5016.29
2007-08-19,4667.83
2007-08-20,5387.62
2007-08-21,5678.92
2007-08-22,5842.92
2007-08-23,6135.62
2007-08-24,6686.33
2007-08-25,6367.42
2007-08-26,5563.25
2007-08-27,6048.67
2007-08-28,6263.75
2007-08-29,6481.17
2007-08-30,6383.58
2007-08-31,5837.79
2007-09-01,4829.46
2007-09-02,4721.96
2007-09-03,5130.67
2007-09-04,5930.83
2007-09-05,6187.96
2007-09-06,6406.12
2007-09-07,6483.67
2007-09-08,5990.54
2007-09-09,5447.62
2007-09-10,6121.21
2007-09-11,5721.38
2007-09-12,5282.42
2007-09-13,5237.29
2007-09-14,5161.54
2007-09-15,4480.96
2007-09-16,4216.38
2007-09-17,4935.75
2007-09-18,5098.04
2007-09-19,5189.83
2007-09-20,5308.0
2007-09-21,5420.75
2007-09-22,5386.88
2007-09-23,4918.12
2007-09-24,5355.83
2007-09-25,5833.17
2007-09-26,6091.71
2007-09-27,5691.38
2007-09-28,5122.33
2007-09-29,4466.04
2007-09-30,4308.54
2007-10-01,5022.0
2007-10-02,5225.21
2007-10-03,5468.29
2007-10-04,5635.29
2007-10-05,5628.96
2007-10-06,5192.08
2007-10-07,5120.83
2007-10-08,5978.88
2007-10-09,5862.75
2007-10-10,5264.25
2007-10-11,4990.92
2007-10-12,4903.88
2007-10-13,4503.71
2007-10-14,4392.42
2007-10-15,4997.75
2007-10-16,5058.46
2007-10-17,5147.04
2007-10-18,5133.96
2007-10-19,5116.88
2007-10-20,4502.29
2007-10-21,4393.92
2007-10-22,5070.5
2007-10-23,5217.67
2007-10-24,5119.29
2007-10-25,5114.88
2007-10-26,5041.29
2007-10-27,4568.08
2007-10-28,4481.92
2007-10-29,5347.38
2007-10-30,5447.38
2007-10-31,5307.79
2007-11-01,5187.0
2007-11-02,5318.75
2007-11-03,4978.58
2007-11-04,4859.83
2007-11-05,5479.0
2007-11-06,5586.71
2007-11-07,5790.71
2007-11-08,6000.96
2007-11-09,5747.29
2007-11-10,5284.92
2007-11-11,5145.04
2007-11-12,5435.62
2007-11-13,5295.5
2007-11-14,5346.92
2007-11-15,5542.46
2007-11-16,5848.21
2007-11-17,5511.0
2007-11-18,5250.38
2007-11-19,5750.38
2007-11-20,5454.58
2007-11-21,5108.67
2007-11-22,4436.21
2007-11-23,5179.79
2007-11-24,5511.96
2007-11-25,5213.96
2007-11-26,5374.08
2007-11-27,5600.29
2007-11-28,5934.92
2007-11-29,5852.0
2007-11-30,5954.79
2007-12-01,5699.04
2007-12-02,5598.0
2007-12-03,6295.04
2007-12-04,6792.17
2007-12-05,6962.88
2007-12-06,6995.25
2007-12-07,6820.0
2007-12-08,5875.42
2007-12-09,5660.46
2007-12-10,6029.58
2007-12-11,5915.38
2007-12-12,5786.0
2007-12-13,6284.38
2007-12-14,6169.04
2007-12-15,6164.54
2007-12-16,6049.75
2007-12-17,6879.83
2007-12-18,6819.5
2007-12-19,6579.54
2007-12-20,6375.33
2007-12-21,6232.92
2007-12-22,5534.71
2007-12-23,5268.75
2007-12-24,5434.83
2007-12-25,5150.46
2007-12-26,5895.83
2007-12-27,5855.42
2007-12-28,5753.5
2007-12-29,5315.08
2007-12-30,5629.54
2007-12-31,5614.58
2008-01-01,5657.12
2008-01-02,6920.25
2008-01-03,7223.42
2008-01-04,6963.25
2008-01-05,6016.96
2008-01-06,5189.54
2008-01-07,5310.08
2008-01-08,5243.96
2008-01-09,5305.0
2008-01-10,5852.75
2008-01-11,5605.88
2008-01-12,5329.88
2008-01-13,5530.46
2008-01-14,6317.92
2008-01-15,6703.08
2008-01-16,6581.04
2008-01-17,6558.33
2008-01-18,6172.25
2008-01-19,6153.38
2008-01-20,6772.96
2008-01-21,7367.88
2008-01-22,6989.42
2008-01-23,6622.75
2008-01-24,6966.38
2008-01-25,7078.0
2008-01-26,6430.29
2008-01-27,6001.42
2008-01-28,6346.21
2008-01-29,6238.25
2008-01-30,6269.96
2008-01-31,6598.5
2008-02-01,6458.17
2008-02-02,5888.92
2008-02-03,5607.38
2008-02-04,5884.92
2008-02-05,5662.92
2008-02-06,5367.42
2008-02-07,5898.08
2008-02-08,6048.04
2008-02-09,5671.08
2008-02-10,5924.88
2008-02-11,7362.04
2008-02-12,7143.17
2008-02-13,6724.88
2008-02-14,6654.62
2008-02-15,6294.71
2008-02-16,5804.79
2008-02-17,5562.29
2008-02-18,5743.21
2008-02-19,6517.21
2008-02-20,7049.5
2008-02-21,7082.0
2008-02-22,6637.79
2008-02-23,6079.21
2008-02-24,5819.0
2008-02-25,6241.17
2008-02-26,6360.08
2008-02-27,6666.92
2008-02-28,7119.67
2008-02-29,6830.38
2008-03-01,5857.71
2008-03-02,5641.46
2008-03-03,5610.25
2008-03-04,5520.0
2008-03-05,5854.0
2008-03-06,5862.67
2008-03-07,5985.58
2008-03-08,5793.96
2008-03-09,5965.0
2008-03-10,6232.46
2008-03-11,5881.04
2008-03-12,5870.54
2008-03-13,5763.79
2008-03-14,5372.92
2008-03-15,4977.04
2008-03-16,5132.42
2008-03-17,5904.12
2008-03-18,5819.0
2008-03-19,5610.12
2008-03-20,5677.08
2008-03-21,5476.04
2008-03-22,5329.5
2008-03-23,5166.25
2008-03-24,5869.67
2008-03-25,5981.96
2008-03-26,5416.0
2008-03-27,5456.46
2008-03-28,5401.67
2008-03-29,5275.38
2008-03-30,5185.54
2008-03-31,5587.42
2008-04-01,5186.17
2008-04-02,5413.42
2008-04-03,5719.46
2008-04-04,5442.42
2008-04-05,4771.38
2008-04-06,4677.79
2008-04-07,5345.25
2008-04-08,5267.88
2008-04-09,5147.17
2008-04-10,5013.83
2008-04-11,4866.46
2008-04-12,4396.75
2008-04-13,4486.54
2008-04-14,5295.62
2008-04-15,5322.54
2008-04-16,5231.88
2008-04-17,5049.71
2008-04-18,4843.54
2008-04-19,4421.58
2008-04-20,4293.42
2008-04-21,4963.92
2008-04-22,4955.38
2008-04-23,4982.62
2008-04-24,4930.33
2008-04-25,4864.75
2008-04-26,4513.38
2008-04-27,4169.29
2008-04-28,4913.17
2008-04-29,5126.29
2008-04-30,5166.0
2008-05-01,5057.0
2008-05-02,4859.04
2008-05-03,4501.25
2008-05-04,4233.42
2008-05-05,4923.54
2008-05-06,4965.21
2008-05-07,5014.38
2008-05-08,5005.42
2008-05-09,4786.46
2008-05-10,4442.08
2008-05-11,4340.46
2008-05-12,5250.0
2008-05-13,5129.96
2008-05-14,5002.88
2008-05-15,5035.67
2008-05-16,4955.83
2008-05-17,4556.04
2008-05-18,4318.54
2008-05-19,5009.04
2008-05-20,5180.42
2008-05-21,5137.83
2008-05-22,5075.79
2008-05-23,4930.5
2008-05-24,4322.62
2008-05-25,4181.29
2008-05-26,4453.54
2008-05-27,5331.12
2008-05-28,5028.79
2008-05-29,5056.25
2008-05-30,5112.54
2008-05-31,4864.25
2008-06-01,4577.5
2008-06-02,5125.04
2008-06-03,5254.42
2008-06-04,5281.83
2008-06-05,5758.54
2008-06-06,6236.5
2008-06-07,6132.33
2008-06-08,6051.67
2008-06-09,6900.79
2008-06-10,6540.12
2008-06-11,6065.04
2008-06-12,6172.25
2008-06-13,6237.42
2008-06-14,5404.92
2008-06-15,5134.5
2008-06-16,5500.54
2008-06-17,5149.17
2008-06-18,5039.33
2008-06-19,5017.62
2008-06-20,5070.58
2008-06-21,5004.33
2008-06-22,4869.04
2008-06-23,5432.38
2008-06-24,5330.88
2008-06-25,5689.25
2008-06-26,6027.08
2008-06-27,5985.25
2008-06-28,5513.38
2008-06-29,5088.83
2008-06-30,5291.42
2008-07-01,5114.42
2008-07-02,5294.67
2008-07-03,5337.0
2008-07-04,4583.46
2008-07-05,4818.0
2008-07-06,5006.58
2008-07-07,5908.17
2008-07-08,6246.21
2008-07-09,6034.21
2008-07-10,5818.79
2008-07-11,5764.08
2008-07-12,5853.38
2008-07-13,5530.0
2008-07-14,5813.58
2008-07-15,5897.17
2008-07-16,6099.38
2008-07-17,6415.67
2008-07-18,6560.46
2008-07-19,6074.88
2008-07-20,5772.21
2008-07-21,6400.17
2008-07-22,6305.79
2008-07-23,5806.75
2008-07-24,5562.33
2008-07-25,5679.54
2008-07-26,5541.92
2008-07-27,5432.0
2008-07-28,5731.0
2008-07-29,6219.08
2008-07-30,6222.88
2008-07-31,6225.17
2008-08-01,6268.29
2008-08-02,5633.83
2008-08-03,5108.0
2008-08-04,5834.67
2008-08-05,5875.75
2008-08-06,6270.12
2008-08-07,5910.42
2008-08-08,5418.62
2008-08-09,4889.96
2008-08-10,4633.0
2008-08-11,5113.12
2008-08-12,5325.75
2008-08-13,5505.29
2008-08-14,5390.71
2008-08-15,5262.25
